Flight Number,Airline,Destination,Class,Price ($),Status,Departure Time
FL1943,Air France,Paris,First Class,4796.08,Cancelled,04:16
FL7903,Kuwait Airways,Berlin,First Class,3323.14,Delayed,15:31
FL2649,Air France,Doha,Economy,291.51,On Time,15:59
FL4740,Kuwait Airways,Doha,Business,682.26,Delayed,18:14
FL3646,Kuwait Airways,Doha,First Class,3948.2,Delayed,13:34
FL4914,Emirates,Paris,Economy,212.28,Cancelled,12:47
FL6798,Lufthansa,Algiers,Business,658.66,Cancelled,18:30
FL3390,Air Algerie,Algiers,Business,918.91,On Time,18:56
FL9914,ITA Airways,Rome,First Class,2830.66,Cancelled,03:31
FL2347,Qatar Airways,Dubai,Business,534.38,On Time,22:56
FL3498,ITA Airways,Dubai,First Class,4667.02,Cancelled,21:03
FL6130,Air Algerie,New York,First Class,3095.11,On Time,03:56
FL5483,Air France,Algiers,First Class,4621.27,Cancelled,03:20
FL2573,Air Algerie,Doha,First Class,1887.14,Cancelled,10:39
FL9351,Lufthansa,Algiers,First Class,2765.04,Cancelled,04:43
FL6796,Air Algerie,Doha,Business,810.7,Cancelled,10:58
FL1249,Qatar Airways,Kuwait City,Economy,214.64,Cancelled,15:04
FL3184,Emirates,Kuwait City,Business,902.62,Delayed,06:39
FL8383,Kuwait Airways,Doha,Business,759.05,On Time,18:33
FL5593,Lufthansa,Berlin,Economy,155.13,On Time,12:22
FL3849,Lufthansa,Madrid,Economy,88.61,Cancelled,08:59
FL3735,Emirates,Rome,Business,426.41,On Time,02:43
FL6402,Air Algerie,Berlin,Business,411.91,Cancelled,13:26
FL6752,Kuwait Airways,Berlin,Economy,60.5,Cancelled,02:54
FL7388,Qatar Airways,Algiers,Business,974.73,Delayed,00:33
FL9134,Emirates,Dubai,First Class,1724.51,Cancelled,11:31
FL9157,Qatar Airways,Algiers,Economy,275.7,Cancelled,02:24
FL3521,Emirates,Berlin,Business,956.23,Delayed,05:05
FL8999,Qatar Airways,Kuwait City,First Class,2981.43,Cancelled,00:16
FL7146,Kuwait Airways,Paris,Economy,286.71,Delayed,00:27
FL1845,Air France,Dubai,Economy,52.25,Cancelled,17:03
FL9569,Lufthansa,Doha,Business,569.21,Cancelled,07:33
FL1512,Air France,Dubai,First Class,4805.39,On Time,11:25
FL3658,Air France,Dubai,First Class,1956.56,Cancelled,14:08
FL3341,Emirates,Dubai,Business,416.16,Cancelled,09:18
FL6766,Air Algerie,Dubai,Economy,111.72,Delayed,10:23
FL5203,Lufthansa,Algiers,First Class,4571.83,On Time,22:55
FL2691,Emirates,Madrid,Economy,58.26,Cancelled,04:34
FL3254,Lufthansa,Madrid,Business,657.23,On Time,07:30
FL4881,Lufthansa,Kuwait City,Business,613.77,Cancelled,17:12
FL6291,ITA Airways,Dubai,Economy,261.6,Delayed,17:40
FL8228,ITA Airways,Paris,First Class,2392.13,On Time,03:17
FL6240,Kuwait Airways,Doha,Economy,134.64,Delayed,08:08
FL2451,Qatar Airways,Berlin,First Class,4416.16,On Time,02:15
FL2177,Lufthansa,Dubai,Business,425.18,On Time,00:34
FL1548,Air France,Berlin,Business,958.31,Cancelled,21:29
FL3031,Lufthansa,Doha,Business,704.89,Delayed,06:01
FL9667,ITA Airways,Rome,Economy,239.85,On Time,10:46
FL1332,Air Algerie,Doha,Business,807.24,On Time,18:28
FL2107,ITA Airways,Algiers,Economy,257.44,On Time,07:03
FL6133,ITA Airways,Berlin,Economy,242.53,Delayed,19:15
FL2487,Air France,Paris,Business,748.39,Delayed,14:14
FL5963,Lufthansa,Dubai,Business,995.67,Cancelled,06:14
FL5674,Kuwait Airways,Rome,First Class,1250.1,On Time,03:36
FL9313,Lufthansa,Madrid,First Class,2210.89,Delayed,17:18
FL5479,Kuwait Airways,Madrid,Business,471.83,On Time,00:40
FL2258,Lufthansa,Doha,Business,627.29,On Time,06:49
FL2994,Lufthansa,Algiers,First Class,2255.76,On Time,08:51
FL7278,Air Algerie,Rome,Economy,109.42,Cancelled,20:33
FL2520,Air Algerie,Doha,Business,846.89,On Time,21:07
FL4883,Lufthansa,Doha,Economy,85.27,Cancelled,17:43
FL2305,ITA Airways,Paris,Business,976.6,Cancelled,11:22
FL6793,ITA Airways,Kuwait City,First Class,4189.35,Cancelled,20:05
FL3698,Air Algerie,Paris,Economy,280.92,Delayed,05:40
FL1916,Qatar Airways,New York,Business,543.79,On Time,10:23
FL6726,Kuwait Airways,Kuwait City,First Class,1297.94,On Time,18:11
FL9931,Air France,Berlin,Economy,65.4,On Time,01:15
FL6055,Qatar Airways,Berlin,First Class,4299.72,On Time,05:54
FL6280,Kuwait Airways,Dubai,Business,476.42,Cancelled,06:11
FL7439,Air Algerie,New York,Economy,152.81,Delayed,14:50
FL1246,Kuwait Airways,Madrid,First Class,4804.76,Cancelled,01:54
FL3328,Qatar Airways,New York,Economy,250.68,On Time,05:18
FL6909,Air France,Dubai,Business,704.12,On Time,19:27
FL9994,ITA Airways,Dubai,Business,440.16,Delayed,07:56
FL6587,Emirates,Doha,First Class,4461.03,On Time,18:22
FL1252,Emirates,Berlin,Economy,177.62,Cancelled,06:45
FL6701,Air Algerie,Dubai,Economy,284.07,On Time,20:59
FL2506,Qatar Airways,Madrid,First Class,1454.18,Delayed,10:45
FL3409,Air Algerie,Paris,Economy,164.83,Cancelled,17:12
FL4715,Air France,Berlin,Economy,240.5,Delayed,09:30
FL5231,Air France,Rome,First Class,2165.06,Delayed,00:39
FL8180,Lufthansa,New York,Business,751.43,Cancelled,03:06
FL2052,Emirates,Madrid,Economy,90.62,On Time,10:46
FL8495,Lufthansa,Paris,First Class,1309.13,Cancelled,06:16
FL3857,ITA Airways,Doha,Economy,248.03,On Time,09:50
FL3202,Air Algerie,Dubai,First Class,1460.02,Delayed,00:29
FL1008,Lufthansa,Rome,Business,527.86,Delayed,12:25
FL7998,Air France,Rome,Business,748.03,Cancelled,05:01
FL6843,Lufthansa,Kuwait City,Economy,272.72,On Time,02:04
FL2932,Emirates,New York,First Class,1777.21,Cancelled,21:42
FL1299,Air France,Madrid,Economy,59.54,On Time,06:45
FL7900,Air Algerie,Dubai,First Class,3974.99,Cancelled,15:56
FL8927,Air Algerie,Doha,Business,898.33,Cancelled,05:10
FL9440,Lufthansa,Rome,First Class,2176.36,Cancelled,13:20
FL4140,Kuwait Airways,New York,Economy,126.1,Cancelled,23:19
FL4948,Kuwait Airways,Madrid,First Class,4121.74,Delayed,02:50
FL4512,Lufthansa,Algiers,Business,789.09,Cancelled,15:05
FL4064,Air Algerie,Berlin,Business,669.84,On Time,03:45
FL4406,Air France,Algiers,First Class,4390.06,Cancelled,06:17
FL9441,Air France,Kuwait City,Economy,240.85,On Time,01:44
FL5809,Air France,Dubai,First Class,3577.59,Delayed,03:08
FL7067,ITA Airways,Doha,First Class,3650.08,Cancelled,21:29
FL3107,Air France,New York,Economy,152.09,Cancelled,18:13
FL3807,Qatar Airways,Madrid,First Class,4639.15,Cancelled,06:08
FL2124,Air France,Paris,Business,978.14,Delayed,15:14
FL1088,Emirates,Paris,Economy,105.73,On Time,05:02
FL4415,Emirates,Paris,Business,524.96,Delayed,10:49
FL1740,Air France,New York,Business,574.16,Cancelled,03:39
FL7214,Kuwait Airways,Madrid,Economy,109.6,Cancelled,12:11
FL7199,ITA Airways,Rome,Business,968.08,Cancelled,20:01
FL9589,Qatar Airways,Dubai,Business,814.03,On Time,14:36
FL7803,Emirates,Madrid,First Class,4436.47,On Time,23:54
FL2940,Air France,Berlin,First Class,2358.49,Delayed,08:12
FL4069,Kuwait Airways,Paris,First Class,2647.04,Delayed,02:56
FL5984,Qatar Airways,Berlin,Business,575.19,Cancelled,02:02
FL5592,Qatar Airways,Rome,Business,686.8,Delayed,14:28
FL6591,ITA Airways,Madrid,Business,714.16,Cancelled,22:00
FL8383,Qatar Airways,Rome,Business,580.79,Cancelled,06:07
FL6491,Qatar Airways,Berlin,Economy,106.71,Delayed,12:25
FL3154,Qatar Airways,Kuwait City,Economy,214.95,Cancelled,02:58
FL3604,Lufthansa,Paris,Business,756.4,On Time,12:50
FL2765,ITA Airways,Algiers,Economy,237.77,On Time,20:19
FL8326,Qatar Airways,Paris,Economy,297.8,On Time,12:21
FL5764,Air France,New York,Economy,52.53,Cancelled,22:26
FL7925,Air Algerie,Doha,Economy,199.3,Delayed,06:28
FL9145,Air France,Algiers,Economy,270.38,On Time,16:42
FL9553,ITA Airways,Dubai,Economy,151.81,On Time,19:16
FL1459,ITA Airways,Kuwait City,Business,490.26,Cancelled,07:22
FL8301,Emirates,Rome,First Class,1750.81,On Time,18:10
FL2751,Air France,Rome,Business,695.28,Delayed,10:27
FL8524,Air Algerie,Madrid,Business,794.24,Delayed,23:24
FL6850,ITA Airways,Madrid,Business,858.17,Cancelled,10:49
FL5155,Kuwait Airways,Doha,Economy,99.21,Delayed,11:46
FL9060,Air Algerie,Kuwait City,Business,401.48,On Time,21:59
FL9415,Air France,Doha,Economy,254.84,Delayed,16:01
FL2113,Lufthansa,Paris,First Class,1660.67,On Time,16:17
FL8112,Lufthansa,Kuwait City,Business,538.18,Cancelled,06:30
FL5888,ITA Airways,Rome,First Class,2063.93,Delayed,14:47
FL9793,Emirates,New York,Economy,173.48,Cancelled,11:24
FL3495,Lufthansa,Paris,Business,745.67,Cancelled,16:14
FL6820,Qatar Airways,Kuwait City,Economy,64.1,On Time,04:40
FL4963,Air France,Paris,Business,987.87,Delayed,09:06
FL8372,Air Algerie,Doha,Business,503.39,On Time,18:17
FL2421,Air Algerie,Doha,Economy,126.42,Cancelled,07:02
FL8772,ITA Airways,Rome,Economy,176.0,Delayed,02:55
FL2361,Qatar Airways,New York,Business,656.5,Delayed,14:56
FL1069,Qatar Airways,Kuwait City,First Class,3613.05,On Time,18:25
FL8946,Kuwait Airways,Paris,First Class,4731.51,Delayed,08:13
FL7098,ITA Airways,Rome,Business,451.89,On Time,00:02
FL1644,Air Algerie,New York,Economy,189.43,Delayed,06:13
FL4083,Qatar Airways,Madrid,Economy,187.39,On Time,15:13
FL5627,ITA Airways,Madrid,Business,545.44,On Time,15:02
FL7541,ITA Airways,Algiers,First Class,2441.75,On Time,21:40
FL3071,Air France,Berlin,Business,955.28,Delayed,16:45
FL6960,Kuwait Airways,New York,Business,593.92,Cancelled,02:38
FL8559,Emirates,Dubai,Economy,80.9,On Time,04:20
FL6062,ITA Airways,Dubai,Business,566.27,Cancelled,02:13
FL5102,Emirates,Dubai,Economy,262.77,Cancelled,20:10
FL2447,Air France,Dubai,Business,500.83,Cancelled,10:31
FL7766,Emirates,Algiers,Business,400.64,On Time,05:27
FL2870,Qatar Airways,Algiers,Economy,95.73,On Time,19:14
FL1714,Air Algerie,Dubai,First Class,2655.26,Delayed,17:34
FL8288,Lufthansa,Rome,First Class,2353.93,Cancelled,10:34
FL8944,Lufthansa,New York,Economy,88.76,On Time,19:42
FL9444,ITA Airways,Algiers,First Class,4633.88,Cancelled,11:21
FL6742,Emirates,Algiers,Economy,148.03,Cancelled,10:08
FL7931,Air France,Doha,Business,779.93,Delayed,03:21
FL5160,Qatar Airways,New York,First Class,1908.19,On Time,18:20
FL6524,Kuwait Airways,New York,Economy,278.78,Delayed,15:31
FL8836,ITA Airways,Algiers,Economy,59.33,On Time,14:02
FL8029,Emirates,Berlin,Business,849.81,On Time,06:04
FL2848,Air France,New York,Business,608.68,Cancelled,00:49
FL8568,Air France,Paris,Economy,116.3,Delayed,21:29
FL7027,Air Algerie,Algiers,Economy,221.39,Cancelled,15:07
FL2978,Lufthansa,Dubai,Economy,299.13,Delayed,15:04
FL9372,Air France,Algiers,First Class,2569.88,On Time,15:26
FL3253,Air Algerie,Dubai,First Class,4672.22,Delayed,03:16
FL7773,Air Algerie,Paris,Business,726.99,Delayed,07:33
FL1956,Kuwait Airways,Dubai,First Class,1528.01,On Time,01:16
FL2378,Lufthansa,Doha,Business,828.86,Delayed,18:53
FL2537,Lufthansa,Rome,First Class,2198.88,On Time,18:43
FL4787,Air Algerie,New York,Economy,93.87,Delayed,08:32
FL6955,Qatar Airways,Paris,First Class,1883.04,Cancelled,03:58
FL6927,Emirates,Rome,First Class,1462.15,On Time,19:03
FL8762,Qatar Airways,Algiers,Business,483.19,Cancelled,22:17
FL8267,Air France,Dubai,First Class,4793.44,Cancelled,17:51
FL5411,ITA Airways,Rome,Business,751.52,Delayed,20:13
FL2733,Lufthansa,New York,Economy,208.66,Cancelled,11:21
FL4224,Air France,New York,First Class,2556.27,On Time,11:10
FL9560,Air Algerie,Paris,Economy,57.81,Delayed,03:08
FL8779,Lufthansa,Berlin,Business,964.59,Delayed,09:12
FL1967,Emirates,Algiers,Economy,108.14,On Time,13:54
FL5296,Emirates,Algiers,First Class,1700.21,On Time,09:28
FL5071,Emirates,Paris,First Class,2551.09,Cancelled,03:50
FL6812,ITA Airways,Madrid,First Class,1989.59,On Time,08:13
FL7162,Air France,Doha,First Class,2832.73,On Time,01:00
FL2716,ITA Airways,Kuwait City,Economy,219.12,On Time,01:34
FL5609,Kuwait Airways,Kuwait City,Economy,273.44,Cancelled,18:30
FL3020,Kuwait Airways,Paris,Business,515.61,Cancelled,08:22
FL3211,Lufthansa,Doha,First Class,4606.68,Cancelled,02:24
FL5633,Kuwait Airways,New York,Economy,251.06,Delayed,23:13
FL1432,Emirates,Algiers,First Class,4666.96,Cancelled,16:09
FL9938,Air France,Paris,Business,575.72,On Time,16:47
FL5782,Kuwait Airways,Kuwait City,First Class,4416.65,Cancelled,20:39
FL4728,ITA Airways,Rome,Economy,210.9,Delayed,23:35
FL8733,Kuwait Airways,Paris,First Class,4231.11,On Time,06:45
FL8520,Kuwait Airways,Kuwait City,First Class,4815.07,Cancelled,01:22
FL9255,ITA Airways,Doha,Economy,298.65,Cancelled,06:50
FL6446,Emirates,Kuwait City,First Class,4479.1,Delayed,14:30
FL2754,Lufthansa,Dubai,Economy,70.18,Cancelled,09:55
FL5457,Air France,Kuwait City,Business,683.08,Delayed,11:35
FL8145,ITA Airways,Kuwait City,First Class,3745.23,Cancelled,08:37
FL9581,Emirates,Algiers,Business,984.56,On Time,14:44
FL8464,Qatar Airways,Algiers,First Class,2523.72,Cancelled,07:13
FL9353,ITA Airways,New York,Business,540.09,On Time,00:49
FL4127,Kuwait Airways,Paris,First Class,4351.54,Delayed,17:44
FL7040,Qatar Airways,Berlin,First Class,4689.49,Cancelled,11:57
FL4679,ITA Airways,Madrid,Economy,200.08,Delayed,14:50
FL5864,Air Algerie,New York,Economy,244.56,On Time,08:16
FL8725,Emirates,Dubai,Economy,121.16,Delayed,18:12
FL5805,Air France,Madrid,Economy,203.45,On Time,12:33
FL3822,Emirates,New York,First Class,4342.95,On Time,19:18
FL3705,ITA Airways,New York,Economy,70.74,Cancelled,08:06
FL5206,ITA Airways,New York,First Class,3042.21,Delayed,21:25
FL2716,Air Algerie,Rome,First Class,2034.35,On Time,06:40
FL6794,ITA Airways,Kuwait City,Business,738.59,On Time,07:54
FL3218,Emirates,Doha,Economy,221.4,Cancelled,20:34
FL7194,Air France,Paris,Economy,81.95,On Time,00:04
FL7945,Kuwait Airways,Rome,Economy,256.51,Cancelled,12:19
FL5295,Kuwait Airways,Madrid,Business,831.02,Delayed,07:24
FL9673,ITA Airways,Doha,Economy,60.78,On Time,00:34
FL4755,Air France,Doha,Economy,281.2,Cancelled,12:42
FL3543,Lufthansa,Berlin,First Class,4231.39,Cancelled,14:27
FL2343,Air Algerie,Rome,Business,711.11,On Time,02:59
FL8372,Lufthansa,Dubai,Business,654.67,Cancelled,00:46
FL2549,ITA Airways,Algiers,Business,678.34,On Time,12:36
FL6385,Qatar Airways,New York,First Class,4971.98,Delayed,22:58
FL6425,Qatar Airways,Algiers,Economy,179.45,On Time,20:41
FL7465,Qatar Airways,Paris,Business,401.55,Delayed,03:26
FL3066,Emirates,Kuwait City,Business,723.48,Delayed,02:47
FL7094,Qatar Airways,Dubai,First Class,2219.64,Cancelled,20:03
FL2366,Qatar Airways,Madrid,Economy,53.78,Cancelled,14:11
FL9973,Lufthansa,Algiers,Economy,151.9,Cancelled,07:10
FL4473,ITA Airways,Doha,First Class,2423.4,On Time,14:01
FL3046,ITA Airways,Dubai,Business,851.34,On Time,20:28
FL5888,Kuwait Airways,Kuwait City,First Class,1246.58,Delayed,02:59
FL6726,Air Algerie,Rome,Economy,254.25,On Time,07:42
FL8043,Qatar Airways,Kuwait City,Economy,240.4,Cancelled,07:29
FL7817,Lufthansa,Dubai,Business,919.23,Cancelled,17:10
FL7144,ITA Airways,Dubai,Business,429.22,On Time,14:17
FL5191,Air France,Madrid,Economy,189.35,Cancelled,05:38
FL9052,Lufthansa,Berlin,First Class,1983.13,On Time,08:36
FL5022,Air Algerie,New York,First Class,4949.32,Delayed,01:14
FL8927,Air Algerie,Algiers,Economy,53.14,Delayed,16:26
FL7523,Emirates,New York,Business,888.9,Delayed,05:24
FL1726,Air Algerie,Dubai,Economy,86.18,On Time,16:11
FL6811,Air France,Paris,Business,421.92,Delayed,03:20
FL6295,Qatar Airways,Dubai,Economy,227.57,Delayed,14:35
FL9449,Kuwait Airways,Dubai,Economy,93.35,On Time,00:03
FL5590,Emirates,Algiers,Economy,256.75,On Time,16:17
FL5689,Air Algerie,New York,Business,789.19,On Time,18:06
FL7305,ITA Airways,Madrid,Economy,267.85,Cancelled,19:56
FL7914,Air Algerie,Doha,Economy,184.86,On Time,17:20
FL2509,Qatar Airways,New York,First Class,3912.18,Cancelled,19:26
FL6684,Qatar Airways,Paris,First Class,3127.47,Delayed,12:10
FL1820,ITA Airways,Algiers,Business,965.3,Cancelled,07:50
FL2950,Kuwait Airways,Berlin,Economy,134.43,On Time,09:32
FL6759,ITA Airways,Berlin,First Class,4598.37,On Time,01:12
FL1244,Air France,New York,First Class,2512.67,Delayed,02:50
FL3148,Lufthansa,Paris,Business,470.19,On Time,20:53
FL6512,Kuwait Airways,Paris,Business,806.46,Cancelled,20:55
FL8422,Air Algerie,Rome,Economy,203.47,Cancelled,05:40
FL1885,Kuwait Airways,Doha,Business,920.07,Cancelled,15:20
FL4379,Emirates,Kuwait City,First Class,1377.99,On Time,05:31
FL6101,Kuwait Airways,Madrid,Business,450.11,On Time,18:18
FL7655,Kuwait Airways,Doha,First Class,1508.77,Delayed,08:30
FL8037,Kuwait Airways,Doha,First Class,1548.49,Delayed,04:13
FL6041,Lufthansa,Kuwait City,Business,629.27,Cancelled,16:03
FL7308,Lufthansa,Algiers,First Class,2902.95,On Time,19:53
FL1459,Air France,Paris,Business,964.49,Delayed,21:07
FL9698,Lufthansa,Algiers,First Class,4618.82,Cancelled,12:48
FL8044,ITA Airways,Paris,Business,940.99,On Time,02:58
FL1953,ITA Airways,Paris,Business,760.37,On Time,08:09
FL6011,Qatar Airways,Berlin,First Class,1719.85,Cancelled,17:48
FL3075,Kuwait Airways,Berlin,First Class,4826.99,On Time,18:56
FL1872,Emirates,Paris,First Class,2820.18,Delayed,20:28
FL2554,Air France,Berlin,First Class,2963.27,Delayed,09:19
FL3087,Lufthansa,Rome,First Class,2017.78,On Time,04:01
FL9381,Lufthansa,Kuwait City,Business,755.9,Delayed,17:13
FL3649,Air Algerie,Paris,First Class,3304.26,Delayed,04:48
FL5429,Lufthansa,Doha,Economy,174.06,Delayed,06:51
FL3510,ITA Airways,New York,Business,527.0,Cancelled,20:18
FL1362,Qatar Airways,Kuwait City,Business,580.23,Cancelled,11:03
FL6112,Emirates,Madrid,Economy,144.42,On Time,21:35
FL4461,Emirates,Kuwait City,First Class,2821.74,Cancelled,02:55
FL2382,ITA Airways,Rome,Economy,290.4,On Time,11:10
FL3820,Qatar Airways,New York,First Class,4490.87,Delayed,18:37
FL5821,Emirates,Dubai,Economy,93.11,On Time,00:24
FL2030,Qatar Airways,Rome,Economy,169.69,On Time,03:03
FL6762,ITA Airways,Kuwait City,Business,895.55,Cancelled,01:34
FL5950,Lufthansa,Algiers,Economy,240.77,Delayed,04:25
FL9606,ITA Airways,Paris,Economy,294.47,Cancelled,18:50
FL2125,Qatar Airways,Kuwait City,First Class,1772.59,Cancelled,20:11
FL4791,Air Algerie,Doha,Economy,294.5,Cancelled,17:13
FL2253,Emirates,Doha,Business,468.24,Delayed,21:50
FL9029,Qatar Airways,Rome,Business,968.05,Delayed,16:31
FL2676,ITA Airways,Dubai,Economy,91.7,On Time,19:15
FL6926,Kuwait Airways,New York,Economy,125.59,Cancelled,19:22
FL3044,Air France,Kuwait City,Business,824.31,Delayed,22:50
FL3572,Kuwait Airways,Algiers,Business,638.97,On Time,04:30
FL1955,Air Algerie,Paris,Business,794.48,On Time,00:04
FL3729,ITA Airways,Algiers,Economy,256.58,Cancelled,03:29
FL9314,ITA Airways,Madrid,First Class,3226.1,On Time,00:59
FL6501,Emirates,Berlin,First Class,2242.86,Delayed,02:35
FL3862,ITA Airways,Paris,Business,588.9,Cancelled,09:04
FL4868,ITA Airways,Kuwait City,First Class,2131.46,On Time,02:16
FL9441,ITA Airways,Rome,Business,692.55,On Time,21:34
FL6660,Air France,New York,First Class,1586.84,On Time,10:21
FL2032,Emirates,Berlin,Business,818.34,On Time,00:16
FL9546,Emirates,Paris,Business,711.15,Delayed,20:18
FL2153,Air Algerie,Rome,First Class,3754.78,On Time,10:06
FL2173,Kuwait Airways,Dubai,Economy,246.15,Cancelled,00:40
FL5677,Air France,Paris,First Class,3478.94,Cancelled,06:50
FL8247,Qatar Airways,Rome,Business,778.01,Delayed,09:13
FL3203,Air Algerie,Madrid,Economy,98.98,On Time,03:52
FL3116,Kuwait Airways,Kuwait City,First Class,2891.18,On Time,15:18
FL8538,Qatar Airways,Kuwait City,Business,607.27,Delayed,15:09
FL8503,Lufthansa,Rome,Economy,156.22,Delayed,22:06
FL7576,Lufthansa,Doha,Economy,224.5,Delayed,13:46
FL9651,Air France,Algiers,Business,932.23,Delayed,14:49
FL5870,Lufthansa,Doha,Economy,226.14,Delayed,13:51
FL8727,ITA Airways,Berlin,Business,542.1,Cancelled,22:19
FL8450,Emirates,Rome,First Class,1738.85,Cancelled,23:01
FL9241,Lufthansa,New York,Economy,173.35,Delayed,07:29
FL1019,Air France,New York,First Class,3482.14,Cancelled,05:23
FL3907,Kuwait Airways,Doha,Economy,238.36,On Time,19:17
FL8490,Lufthansa,Dubai,First Class,1716.3,Cancelled,04:45
FL9706,Air Algerie,Dubai,Business,461.62,Cancelled,01:23
FL4640,Kuwait Airways,New York,First Class,4734.13,On Time,13:53
FL1184,Lufthansa,Doha,Business,529.09,Delayed,16:55
FL5365,ITA Airways,Dubai,Economy,82.85,Cancelled,11:44
FL9084,Air France,Berlin,Economy,211.48,Cancelled,17:28
FL6062,Qatar Airways,Kuwait City,Economy,280.08,Delayed,09:48
FL3761,Kuwait Airways,New York,First Class,3840.39,Delayed,10:59
FL5188,Lufthansa,Kuwait City,Economy,234.65,On Time,04:23
FL1162,Air Algerie,Kuwait City,Business,772.16,Cancelled,23:22
FL7246,Air France,Kuwait City,First Class,3408.26,Cancelled,17:04
FL6945,Air France,Berlin,Business,588.23,On Time,03:52
FL7293,Air Algerie,Berlin,First Class,4269.7,Cancelled,02:34
FL6490,ITA Airways,Algiers,Economy,162.03,Delayed,10:46
FL6292,Qatar Airways,Kuwait City,Economy,160.18,Cancelled,00:03
FL2836,Qatar Airways,Madrid,Economy,99.31,Delayed,17:57
FL4231,ITA Airways,Rome,Economy,138.35,Cancelled,17:12
FL5008,Air France,Madrid,First Class,4998.91,Cancelled,19:56
FL6188,Air France,Kuwait City,Economy,196.94,On Time,23:44
FL8902,Emirates,Kuwait City,Business,883.14,Cancelled,21:49
FL7267,Emirates,Kuwait City,First Class,2465.5,Cancelled,13:59
FL8829,Qatar Airways,Algiers,Business,591.25,Delayed,02:52
FL4862,Lufthansa,Berlin,Business,599.52,On Time,00:06
FL7506,Kuwait Airways,Algiers,Economy,219.56,Cancelled,23:07
FL7054,Air Algerie,Algiers,Economy,59.64,Delayed,00:16
FL3372,Air Algerie,Rome,First Class,1604.24,Delayed,02:24
FL4836,Emirates,Algiers,First Class,2575.31,On Time,06:42
FL6485,Lufthansa,Doha,First Class,2910.88,Delayed,15:30
FL2512,Air Algerie,Madrid,Business,917.66,Delayed,03:52
